날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
1/1/00,143,4.7,0,8.5
1/2/00,143,6.5,3.1,11.5
1/3/00,143,2.9,0,6.8
1/4/00,143,2.3,-2.4,7.5
1/5/00,143,4.9,-0.9,9.4
1/6/00,143,6,1.2,9.6
1/7/00,143,-1.7,-4,1.2
1/8/00,143,-0.5,-5.3,4.1
1/9/00,143,0,-1.6,1.9
1/10/00,143,2.4,-1,6.8
1/11/00,143,2.4,-3.7,7.2
1/12/00,143,6.3,4.6,8.4
1/13/00,143,4.9,0.9,7.6
1/14/00,143,1.6,-0.1,5.6
1/15/00,143,1.1,-3.9,6.2
1/16/00,143,3.7,0.3,8.2
1/17/00,143,2.4,-2.6,7.3
1/18/00,143,3,0.6,6.8
1/19/00,143,-1.7,-4.1,0.7
1/20/00,143,-4.6,-6.7,-1.5
1/21/00,143,-3.6,-7.8,1.5
1/22/00,143,-1.6,-6.1,2
1/23/00,143,2.7,-0.6,6.8
1/24/00,143,2.8,0.8,5.7
1/25/00,143,-1.5,-5.2,2.4
1/26/00,143,-4.5,-7.3,-0.8
1/27/00,143,-2.7,-7.2,3
1/28/00,143,-0.7,-7.9,6.4
1/29/00,143,-0.1,-5.5,4.9
1/30/00,143,-0.4,-4.4,3.4
1/31/00,143,-3.8,-7.1,0.2
2/1/00,143,-2.6,-7.3,3.3
2/2/00,143,-0.8,-4.6,3.6
2/3/00,143,0.5,-2.4,4.4
2/4/00,143,1,-3.2,6.6
2/5/00,143,2.3,-5,7
2/6/00,143,3.6,1.6,5.9
2/7/00,143,1.6,-1.4,4.4
2/8/00,143,-3.4,-5.9,-0.2
2/9/00,143,-1.8,-6.9,4
2/10/00,143,1,-4,6.7
2/11/00,143,3.5,-0.1,8.3
2/12/00,143,4,-0.4,8.9
2/13/00,143,5,-1.4,10.6
2/14/00,143,3.7,-1.4,8.8
2/15/00,143,-2.2,-4.8,1.4
2/16/00,143,-1.8,-5.6,2.6
2/17/00,143,-0.8,-4.9,3.9
2/18/00,143,1.5,-3.5,6.4
2/19/00,143,4.1,-0.3,9.4
2/20/00,143,3.9,-0.2,8.4
2/21/00,143,1,-3.2,6.2
2/22/00,143,1.5,-2,5.9
2/23/00,143,3.7,-1.5,9.8
2/24/00,143,0.1,-2.8,3.8
2/25/00,143,0.2,-4.5,5.2
2/26/00,143,2.7,-0.1,7
2/27/00,143,4.1,-1,9.4
2/28/00,143,1.8,-2.4,5.4
2/29/00,143,1.1,-5.2,7.1
3/1/00,143,5,-1.2,12.1
3/2/00,143,8.1,2.1,15.1
3/3/00,143,9.2,1.3,16.9
3/4/00,143,9.7,7.4,12.8
3/5/00,143,8.2,2.3,14
3/6/00,143,7.5,1.3,15.1
3/7/00,143,1.9,-2,7.2
3/8/00,143,1.6,-3.7,8
3/9/00,143,3.1,-1.8,8.2
3/10/00,143,6,-1.3,11.5
3/11/00,143,8.3,5.4,11.9
3/12/00,143,8.7,4.7,13.6
3/13/00,143,8.9,3.8,14
3/14/00,143,9,5.3,14.8
3/15/00,143,7.9,-0.6,15.5
3/16/00,143,5.9,3.4,9.7
3/17/00,143,7.9,1,14.4
3/18/00,143,9.9,2.7,17.3
3/19/00,143,9.3,5.8,14.3
3/20/00,143,8.3,3.5,14.1
3/21/00,143,9.1,4.5,14.1
3/22/00,143,7.8,4.4,11.6
3/23/00,143,6.6,2.8,9.7
3/24/00,143,6.5,3.4,11.2
3/25/00,143,7.6,2,13.5
3/26/00,143,10.2,3.3,17.1
3/27/00,143,12.8,5.1,19.4
3/28/00,143,10.6,7.2,16.4
3/29/00,143,8.3,5.8,12.8
3/30/00,143,10.8,4.1,17.6
3/31/00,143,11.7,4.8,17.9
4/1/00,143,12.4,5.2,18.7
4/2/00,143,11.9,7.8,16.5
4/3/00,143,12.6,6.9,20.1
4/4/00,143,12.2,7,15.8
4/5/00,143,11,6.7,15.8
4/6/00,143,10.2,3.8,16.6
4/7/00,143,11.8,6.1,20.3
4/8/00,143,11.2,5.7,17.8
4/9/00,143,11.8,5.1,18.7
4/10/00,143,9.1,3.9,13.1
4/11/00,143,10.6,2.5,17.9
4/12/00,143,14.1,7,20.7
4/13/00,143,17.1,8.3,25.3
4/14/00,143,14.9,12.2,19.4
4/15/00,143,11.4,9.1,14
4/16/00,143,12.5,7.4,17.5
4/17/00,143,15.3,8,22
4/18/00,143,15.7,9.7,20.4
4/19/00,143,12.2,10.6,15.5
4/20/00,143,13.3,11.1,17.1
4/21/00,143,13.7,10.5,17.6
4/22/00,143,14.3,10.4,20.8
4/23/00,143,13.1,8.8,18.2
4/24/00,143,14.6,7.8,20
4/25/00,143,15.5,10.7,21.4
4/26/00,143,12.6,10.4,16.9
4/27/00,143,11.3,8.9,16.3
4/28/00,143,13.4,7.6,19.2
4/29/00,143,16.2,7.8,22.9
4/30/00,143,14.9,11.4,19.3
5/1/00,143,17.2,10,24.9
5/2/00,143,14.9,11.4,20.2
5/3/00,143,16.8,9.7,23.1
5/4/00,143,19.4,12.1,26.4
5/5/00,143,20.9,14.2,27.6
5/6/00,143,17.4,12,22.6
5/7/00,143,16.5,9.3,23.6
5/8/00,143,20.4,10.8,28.7
5/9/00,143,19.1,14,27
5/10/00,143,15.4,13.5,17.8
5/11/00,143,15.6,11.6,19.4
5/12/00,143,18.1,12.9,23.2
5/13/00,143,15.7,13.8,18
5/14/00,143,17.4,10.5,23.1
5/15/00,143,19,14.9,24.7
5/16/00,143,17.8,15.7,20.3
5/17/00,143,16.7,14.2,21.5
5/18/00,143,17.7,11.4,23.2
5/19/00,143,19.1,14.8,25.5
5/20/00,143,19.3,16.6,23.1
5/21/00,143,20.6,13,27.2
5/22/00,143,23.5,16.7,29.6
5/23/00,143,25.6,19.4,32.5
5/24/00,143,26,18.9,32.6
5/25/00,143,26.5,18.1,33.6
5/26/00,143,22.4,17.5,26.9
5/27/00,143,21.2,17.4,26.1
5/28/00,143,21.8,19.4,25
5/29/00,143,23.2,14.6,29.9
5/30/00,143,20.3,16.2,25.2
5/31/00,143,20.5,15.6,26
6/1/00,143,21.5,16.7,27.6
6/2/00,143,21.2,16.4,25.9
6/3/00,143,20.3,18,24.4
6/4/00,143,22.3,16.2,29
6/5/00,143,25,16.7,32.7
6/6/00,143,26.3,20.9,31.5
6/7/00,143,26,21.1,32.4
6/8/00,143,22.2,18.2,28.2
6/9/00,143,18.3,15.3,22.6
6/10/00,143,17.2,15,20.4
6/11/00,143,19,16.3,23.5
6/12/00,143,19.4,16,24.5
6/13/00,143,21.8,13.1,28.5
6/14/00,143,25.1,21.3,30.3
6/15/00,143,26.3,19.7,32.7
6/16/00,143,26.6,23.4,30.5
6/17/00,143,24.2,20.6,29.8
6/18/00,143,24.7,18.4,31.8
6/19/00,143,27.9,20.3,35
6/20/00,143,27.7,22.8,33.2
6/21/00,143,26.9,23.2,33
6/22/00,143,21.5,20.3,23.4
6/23/00,143,24,20.7,28.3
6/24/00,143,21.2,20.1,22.4
6/25/00,143,23.4,20.2,26.9
6/26/00,143,23.3,22.8,24.6
6/27/00,143,22.3,21,23.8
6/28/00,143,22.9,20.4,26.9
6/29/00,143,23.6,18.7,28.4
6/30/00,143,26.2,22.2,30.2
7/1/00,143,26.4,25,29.3
7/2/00,143,28.2,23.8,32.5
7/3/00,143,29.2,25.2,34.1
7/4/00,143,28,23.7,34.6
7/5/00,143,26,22.3,31.1
7/6/00,143,28.8,22.8,34.8
7/7/00,143,25.3,22.1,29
7/8/00,143,24.5,20.9,29.5
7/9/00,143,25.9,21.4,31.5
7/10/00,143,25.5,20.8,30.2
7/11/00,143,27.7,24.5,32.1
7/12/00,143,28.2,24.7,32.2
7/13/00,143,29.1,24.8,33.5
7/14/00,143,25.1,23.9,27
7/15/00,143,24.3,23.3,25.7
7/16/00,143,26.7,24,30.6
7/17/00,143,28.4,24.2,32.5
7/18/00,143,28.6,25.5,32.7
7/19/00,143,27.7,25.6,33.2
7/20/00,143,28.9,24.9,32.8
7/21/00,143,30.3,26.1,33.9
7/22/00,143,30.5,27.4,34.1
7/23/00,143,21.5,19.2,29.6
7/24/00,143,25,20.1,29.9
7/25/00,143,26.6,23.5,31.6
7/26/00,143,25.7,22.9,30.4
7/27/00,143,26,21,31.5
7/28/00,143,27.3,22.6,32.5
7/29/00,143,29.2,25,34
7/30/00,143,26.3,22.7,30.7
7/31/00,143,24.4,22.5,28.4
8/1/00,143,25.4,21.3,30.9
8/2/00,143,23.7,21.3,26.6
8/3/00,143,24.1,22.6,26.6
8/4/00,143,23.4,22,25.5
8/5/00,143,27.4,22.8,32.1
8/6/00,143,27,24.5,32.4
8/7/00,143,26.7,23.8,29.9
8/8/00,143,26.4,24.3,31.9
8/9/00,143,27.2,23.5,31.5
8/10/00,143,28.2,23.2,33.3
8/11/00,143,28.7,24.3,33.2
8/12/00,143,28.2,24.3,33.2
8/13/00,143,27,23.6,32
8/14/00,143,28,23.2,32.8
8/15/00,143,29.1,24.3,33.3
8/16/00,143,27.6,26.1,30.1
8/17/00,143,26.3,24.5,30.2
8/18/00,143,26.3,25,27.9
8/19/00,143,26.3,24.2,29.7
8/20/00,143,25.6,24.4,27.8
8/21/00,143,27,22.4,31.4
8/22/00,143,26.4,22.7,30.9
8/23/00,143,26.5,21.2,31.7
8/24/00,143,25.1,23.5,27.2
8/25/00,143,24.4,23.3,26.6
8/26/00,143,24.4,22.7,26.7
8/27/00,143,27,24.8,30.9
8/28/00,143,26.8,23.4,32.8
8/29/00,143,27.3,23.9,31.7
8/30/00,143,27.5,24.5,31.2
8/31/00,143,27.3,25.2,29.2
9/1/00,143,29.2,27.3,32.3
9/2/00,143,27.8,24.9,31.8
9/3/00,143,23.1,21.4,26.3
9/4/00,143,23.4,19.6,28.3
9/5/00,143,23.5,19.2,28.9
9/6/00,143,24.1,19.5,29.7
9/7/00,143,22.6,20.6,25.4
9/8/00,143,20.3,19.8,21
9/9/00,143,20.9,19.1,23.4
9/10/00,143,20.8,19.2,23
9/11/00,143,19.4,18,21.7
9/12/00,143,19.7,16.4,22.5
9/13/00,143,16.6,15.5,17.6
9/14/00,143,18.9,16.7,20.7
9/15/00,143,20.7,19.3,22.6
9/16/00,143,21.6,19.2,23.4
9/17/00,143,22,17.9,26.8
9/18/00,143,20,14.8,25.4
9/19/00,143,19.9,13.2,26.9
9/20/00,143,20.2,14,27.6
9/21/00,143,19.8,15.4,23.5
9/22/00,143,20,19.2,21.7
9/23/00,143,21.6,18.8,26.3
9/24/00,143,21.8,19.1,26.1
9/25/00,143,21.3,18,25.7
9/26/00,143,19.5,15.2,25.4
9/27/00,143,18.1,12.8,24.9
9/28/00,143,18.5,13.3,23.4
9/29/00,143,19.9,15.9,23.7
9/30/00,143,21.1,18,25.7
10/1/00,143,19.7,14.7,25.5
10/2/00,143,17.7,15.8,19.3
10/3/00,143,18.8,14.4,24.5
10/4/00,143,18.2,12.6,24.7
10/5/00,143,19.3,13.5,25.4
10/6/00,143,20,14.7,25.8
10/7/00,143,20.2,15.3,26.6
10/8/00,143,17.3,15,20
10/9/00,143,20,14.4,25.9
10/10/00,143,20.6,16.2,26.1
10/11/00,143,21.6,17.2,26.2
10/12/00,143,17.3,12.9,21
10/13/00,143,14,11.1,18.3
10/14/00,143,13.7,8.4,18.2
10/15/00,143,15.5,10.9,21
10/16/00,143,14.2,8.3,20.7
10/17/00,143,14,10.5,17.6
10/18/00,143,14.2,11.3,19.6
10/19/00,143,14.6,10.2,19.3
10/20/00,143,15.8,11.2,21.4
10/21/00,143,16.4,12,22.3
10/22/00,143,15.6,10.2,20.6
10/23/00,143,17.3,14.2,20.6
10/24/00,143,18.9,15.5,21.8
10/25/00,143,19.4,15.6,23.1
10/26/00,143,15.2,11.9,20
10/27/00,143,14.4,10,19.8
10/28/00,143,13.7,10.6,17.7
10/29/00,143,13.8,11.7,16.1
10/30/00,143,12.4,6.7,19.2
10/31/00,143,12.7,6.5,17.6
11/1/00,143,12.7,12.1,14
11/2/00,143,14.3,11.4,17.6
11/3/00,143,14.7,11.1,20.8
11/4/00,143,13.9,9.1,20.1
11/5/00,143,14.6,10.7,20.4
11/6/00,143,13.5,7.6,21.2
11/7/00,143,14.2,9,20.7
11/8/00,143,8.3,5.8,11.4
11/9/00,143,9.4,3.2,16.9
11/10/00,143,10.3,5.1,17.1
11/11/00,143,8.2,2.9,13.2
11/12/00,143,8.6,5,13.6
11/13/00,143,8.6,4,14
11/14/00,143,8.4,2.9,13.7
11/15/00,143,10.5,8.8,11.8
11/16/00,143,10.3,9.1,12
11/17/00,143,9,6.4,13.6
11/18/00,143,7.3,3.4,12.2
11/19/00,143,7.5,1.1,13.8
11/20/00,143,9.1,7,12.4
11/21/00,143,5,2,7.9
11/22/00,143,4.5,-1.5,11.2
11/23/00,143,7,0.7,14.6
11/24/00,143,7.9,2.2,14.9
11/25/00,143,9.1,3.9,16.3
11/26/00,143,9.7,3.9,13.7
11/27/00,143,7.2,4.4,11.4
11/28/00,143,6,1.4,11.3
11/29/00,143,5.7,-0.2,10.9
11/30/00,143,7.8,4.2,10.7
12/1/00,143,9,3.7,14.9
12/2/00,143,8.9,2.6,15.3
12/3/00,143,9.6,4.8,13.1
12/4/00,143,5.2,-1,11.8
12/5/00,143,7.1,2.5,12.2
12/6/00,143,4.8,1,9.7
12/7/00,143,4.8,-0.6,10.8
12/8/00,143,7.2,1.1,14.3
12/9/00,143,7.8,1.6,15
12/10/00,143,5.4,1.6,9.8
12/11/00,143,-1.8,-5,1.9
12/12/00,143,-2.2,-6.8,1.7
12/13/00,143,1.8,-3.1,7.6
12/14/00,143,3.1,-2.4,9.9
12/15/00,143,7.1,-1.1,14.4
12/16/00,143,6.3,1.9,10.7
12/17/00,143,3.8,-1.1,10.4
12/18/00,143,2.8,-1.4,6.4
12/19/00,143,6.2,2,9.6
12/20/00,143,4.1,1.9,6.7
12/21/00,143,4.4,1.2,8.7
12/22/00,143,3.6,-2.8,11
12/23/00,143,4.1,-0.7,9.5
12/24/00,143,3.5,0.5,8.1
12/25/00,143,-0.3,-3.6,2.4
12/26/00,143,-2.7,-5.8,1.7
12/27/00,143,-0.8,-6.4,4.7
12/28/00,143,2,-1.3,6.3
12/29/00,143,1,-5,8.5
12/30/00,143,4.1,-1.7,12
12/31/00,143,2.3,-2.9,6.8
1/1/01,143,0.6,-4.9,5.8
1/2/01,143,4.2,0.8,8.4
1/3/01,143,-2,-5.6,2.4
1/4/01,143,-3.3,-6.1,0.4
1/5/01,143,-1.7,-5.6,3
1/6/01,143,1,-5.6,4.9
1/7/01,143,5.4,2.7,7.9
1/8/01,143,6.2,3.9,11
1/9/01,143,4.7,2.7,7.5
1/10/01,143,0.4,-2.5,4.6
1/11/01,143,0.4,-3.2,4.8
1/12/01,143,-3.9,-7.1,-0.3
1/13/01,143,-3.4,-6.3,2
1/14/01,143,-7.5,-10,-3.6
1/15/01,143,-8.5,-11.7,-4.4
1/16/01,143,-6.5,-9.7,-1.9
1/17/01,143,-3.1,-7.7,2.4
1/18/01,143,0.7,-5,6
1/19/01,143,2.5,-3.7,7.4
1/20/01,143,3.5,1.7,6.5
1/21/01,143,2.7,0.2,6
1/22/01,143,1.8,-1.1,5.7
1/23/01,143,2.6,-1.3,7.4
1/24/01,143,2.3,-2.8,6.1
1/25/01,143,4.9,2.7,6.7
1/26/01,143,5.6,3.5,6.4
1/27/01,143,3.5,2.1,7.3
1/28/01,143,1.1,-2.6,5.9
1/29/01,143,1.4,-4.3,6.7
1/30/01,143,3.1,-0.4,8.4
1/31/01,143,2.2,-2.1,5.8
2/1/01,143,1.2,-4,5
2/2/01,143,-0.7,-6.1,4.9
2/3/01,143,3.2,-2.5,9.2
2/4/01,143,4.8,1.1,9.1
2/5/01,143,6.6,-0.7,12.9
2/6/01,143,8.1,5.7,11.5
2/7/01,143,5.3,-1.2,8.6
2/8/01,143,-1.1,-5,3
2/9/01,143,2,-3.5,7.6
2/10/01,143,3.3,-1.2,8.3
2/11/01,143,2.2,-3.3,6.8
2/12/01,143,2.4,1.2,4.1
2/13/01,143,1.8,-0.8,6.6
2/14/01,143,0.2,-3.7,4.7
2/15/01,143,3,-4.1,10
2/16/01,143,0.6,-2.1,4.3
2/17/01,143,2,-3.7,7.2
2/18/01,143,6.9,2.1,12.5
2/19/01,143,9.2,3.4,15.2
2/20/01,143,9,2.8,15.9
2/21/01,143,6.9,3.5,9.8
2/22/01,143,8.8,1.4,17.7
2/23/01,143,5.9,4.5,7.4
2/24/01,143,4.1,2.3,6
2/25/01,143,2.3,-1.2,6.6
2/26/01,143,4.5,-1.2,12.2
2/27/01,143,5.1,0,8.7
2/28/01,143,8.6,5.2,13.3
3/1/01,143,7.7,5.4,11.8
3/2/01,143,7.9,1.8,13.4
3/3/01,143,8.6,3.9,15
3/4/01,143,2.2,0.6,4.9
3/5/01,143,6,0.8,11.4
3/6/01,143,9.1,1.8,17.2
3/7/01,143,3.6,-0.1,7.2
3/8/01,143,-0.5,-2,3
3/9/01,143,2.5,-3.2,7.6
3/10/01,143,7,2.6,13.9
3/11/01,143,4.9,-1.8,11
3/12/01,143,5.8,1.7,10.5
3/13/01,143,7.8,0.2,14.7
3/14/01,143,13,4.4,19.4
3/15/01,143,11.1,6.7,16.4
3/16/01,143,9.2,1.1,15
3/17/01,143,10.7,8.9,14.1
3/18/01,143,13.4,7,20.3
3/19/01,143,16,8.6,22.3
3/20/01,143,16.9,10.4,24.6
3/21/01,143,15.7,7.8,24.3
3/22/01,143,15.8,10.4,23.6
3/23/01,143,14.3,8.3,21
3/24/01,143,15.6,6.2,23.1
3/25/01,143,16.3,11.1,23.7
3/26/01,143,8.9,5.1,13.7
3/27/01,143,8.1,1.8,13.1
3/28/01,143,7.8,4.8,11.8
3/29/01,143,6.5,4.1,11.2
3/30/01,143,3.7,1.3,6.7
3/31/01,143,7.7,3,13.2
4/1/01,143,9.9,3.2,16.7
4/2/01,143,13.1,4.9,21.2
4/3/01,143,12.3,8.4,18.6
4/4/01,143,12.8,3.7,21.2
4/5/01,143,15.8,8.9,22.9
4/6/01,143,14.1,7.7,20.5
4/7/01,143,16.3,8.8,23.7
4/8/01,143,18.6,10.3,25
4/9/01,143,19.4,15.3,25.6
4/10/01,143,20,12.6,27.1
4/11/01,143,14.4,7.1,20.2
4/12/01,143,11.5,6.8,16.9
4/13/01,143,14.7,6.4,20.6
4/14/01,143,15.1,12.5,18.1
4/15/01,143,17.3,8.9,25.2
4/16/01,143,18.3,11.6,26.4
4/17/01,143,18.8,10.3,26.3
4/18/01,143,19.4,10.3,27.1
4/19/01,143,20.2,11.7,27.3
4/20/01,143,11.9,9.6,19.2
4/21/01,143,14,7.4,20.2
4/22/01,143,14.4,10.3,19.1
4/23/01,143,17,9.2,24.7
4/24/01,143,16.6,12.7,22.6
4/25/01,143,14.4,9,19.8
4/26/01,143,16.2,8.2,22.3
4/27/01,143,18,9.7,24.8
4/28/01,143,17.8,12.3,24.4
4/29/01,143,16.5,15.5,17.8
4/30/01,143,16.6,13.4,22.2
5/1/01,143,14.1,10.1,18
5/2/01,143,14.6,11.3,21.4
5/3/01,143,14,8.7,18.3
5/4/01,143,16.2,10.1,22.2
5/5/01,143,16.6,10.1,22.8
5/6/01,143,19.9,12.4,25.2
5/7/01,143,18.4,17.1,19.8
5/8/01,143,19.1,16.2,22.1
5/9/01,143,19.6,15.8,24.7
5/10/01,143,19.4,14.1,24.4
5/11/01,143,18.5,13.1,23.5
5/12/01,143,20.4,13.8,26.6
5/13/01,143,22.6,15,29.3
5/14/01,143,22.8,16.4,30
5/15/01,143,22.8,17.8,27.6
5/16/01,143,22.1,18.2,26.8
5/17/01,143,23.9,15.3,31.1
5/18/01,143,22.9,18.7,28.5
5/19/01,143,24.9,18.3,31.6
5/20/01,143,25,19.9,31
5/21/01,143,21.5,15.8,27.6
5/22/01,143,17.7,15.5,19.6
5/23/01,143,18,16.6,19.9
5/24/01,143,21.1,15.7,29.7
5/25/01,143,22.2,15.9,29.2
5/26/01,143,23.2,19.8,26.6
5/27/01,143,23.2,19.4,29.3
5/28/01,143,23.1,15.2,29.7
5/29/01,143,24.9,16.9,31.4
5/30/01,143,21.1,19.4,24
5/31/01,143,22.1,17.8,26.9
6/1/01,143,23.2,15.5,29.6
6/2/01,143,24.3,17.7,30.4
6/3/01,143,25.9,17.9,32.6
6/4/01,143,26.2,21.6,31.2
6/5/01,143,23.4,21.7,25.8
6/6/01,143,26.1,20.2,32
6/7/01,143,24.1,20.1,30.9
6/8/01,143,24.2,19.3,31.1
6/9/01,143,25,19.4,32
6/10/01,143,24.8,19.2,33
6/11/01,143,23.3,20.5,28.6
6/12/01,143,23.5,18.5,30.1
6/13/01,143,20,18.2,22.4
6/14/01,143,20.2,18.3,22.4
6/15/01,143,22,17.8,27.3
6/16/01,143,23.8,16.6,29.7
6/17/01,143,25.3,21.2,30.7
6/18/01,143,21.5,21.2,24.1
6/19/01,143,22.6,21.3,24.7
6/20/01,143,22.5,20.4,26.1
6/21/01,143,21,19.7,23.7
6/22/01,143,23.1,18.4,28.3
6/23/01,143,23.2,21.7,26.1
6/24/01,143,21.3,20.3,22.5
6/25/01,143,25.4,21.1,30
6/26/01,143,25,22.8,28.5
6/27/01,143,26.1,21.8,30.1
6/28/01,143,27.3,22.4,32
6/29/01,143,26.3,25,28.8
6/30/01,143,27.8,24.3,32.8
7/1/01,143,24.8,22.2,28.7
7/2/01,143,29.3,24.8,34
7/3/01,143,30.4,26.1,34.9
7/4/01,143,30.2,25.3,35.8
7/5/01,143,26.9,24.1,32.5
7/6/01,143,25.3,22.3,28
7/7/01,143,24.8,19.9,29.7
7/8/01,143,27.1,21.6,32.4
7/9/01,143,28,22.6,32.9
7/10/01,143,27.6,23,32.5
7/11/01,143,27,25.5,28.6
7/12/01,143,23.2,21.9,26.6
7/13/01,143,25.6,21.5,30.1
7/14/01,143,26.8,25,29.2
7/15/01,143,29,24.5,33.3
7/16/01,143,24.4,22.6,26.4
7/17/01,143,24.9,22.1,28.4
7/18/01,143,25.1,19.5,29.7
7/19/01,143,25.4,20.7,31.9
7/20/01,143,27.7,22.7,32.4
7/21/01,143,28.6,25.6,32.2
7/22/01,143,30.4,25.9,35
7/23/01,143,31,27.4,35.1
7/24/01,143,30.5,27.1,34.5
7/25/01,143,28.9,24.8,33.8
7/26/01,143,29,25.4,34
7/27/01,143,28.3,25.9,32.6
7/28/01,143,29.6,26.6,33.2
7/29/01,143,31,26.3,34.8
7/30/01,143,29.4,27.3,33.7
7/31/01,143,29,26.9,34
8/1/01,143,30,27,34.1
8/2/01,143,30.6,27.2,35.1
8/3/01,143,30.9,27.8,35.5
8/4/01,143,30.3,27.1,34.8
8/5/01,143,28.6,25.5,31.4
8/6/01,143,29.5,25,34.3
8/7/01,143,28.6,25.9,30.9
8/8/01,143,29.2,25.3,34
8/9/01,143,29.2,26.2,32.2
8/10/01,143,27,25.2,29
8/11/01,143,25.7,22.7,27.6
8/12/01,143,25.2,22.7,27.4
8/13/01,143,26.7,24.5,28.8
8/14/01,143,26.7,23.2,30.3
8/15/01,143,27,24.2,30.4
8/16/01,143,28.8,24.6,34.3
8/17/01,143,28.5,25.5,32.5
8/18/01,143,27.9,24.6,32.1
8/19/01,143,26.3,24,30.1
8/20/01,143,27.3,24.4,32
8/21/01,143,27.7,22.9,32.1
8/22/01,143,28.3,24.8,33.1
8/23/01,143,27.6,23,32.8
8/24/01,143,27.4,21.2,33
8/25/01,143,26.1,22.4,30.3
8/26/01,143,25.3,21.3,31.9
8/27/01,143,24.4,19.8,29.8
8/28/01,143,24.4,19.4,29.8
8/29/01,143,23.8,19.7,28
8/30/01,143,22.5,20.1,27
8/31/01,143,22.7,16.8,28.2
9/1/01,143,23.5,18.5,30
9/2/01,143,24.7,18.7,30.3
9/3/01,143,25.1,20.8,30
9/4/01,143,24,19.4,28.9
9/5/01,143,24.1,19.1,29.9
9/6/01,143,25.2,21.7,29.4
9/7/01,143,25.2,21.1,31.3
9/8/01,143,24.6,20.7,30.4
9/9/01,143,22.9,21.8,24.2
9/10/01,143,23.1,21.3,26
9/11/01,143,23.3,20,26.9
9/12/01,143,22.3,19,27.9
9/13/01,143,21.8,17,26.1
9/14/01,143,21,19,23
9/15/01,143,22.2,19.3,27
9/16/01,143,21.6,15.4,28.4
9/17/01,143,23.7,17.5,29.5
9/18/01,143,24.3,21,29.2
9/19/01,143,23.6,17.8,28.4
9/20/01,143,23.7,19.8,28.5
9/21/01,143,19.1,14.2,25
9/22/01,143,16.3,12,22.1
9/23/01,143,18.2,10.5,25.7
9/24/01,143,19.9,13,26.6
9/25/01,143,20.6,18.1,24.8
9/26/01,143,20.5,15.6,25.6
9/27/01,143,20.5,15.7,26.5
9/28/01,143,19.9,15.3,25.4
9/29/01,143,19.7,15.6,24.5
9/30/01,143,16.4,15.4,18.8
10/1/01,143,17.5,15.2,22.4
10/2/01,143,18.4,11.7,25.5
10/3/01,143,18.5,14.7,22.5
10/4/01,143,18.5,16.1,24
10/5/01,143,16.7,12.9,23.2
10/6/01,143,16.4,11.3,22.6
10/7/01,143,17.1,10.9,21.6
10/8/01,143,20,17.2,24.3
10/9/01,143,17.5,16.4,19.4
10/10/01,143,17.7,14.1,21.4
10/11/01,143,17.8,14,22.4
10/12/01,143,16.1,12.3,21.4
10/13/01,143,16.9,10.3,24.3
10/14/01,143,17.2,10.5,24.6
10/15/01,143,18.4,12.7,23.6
10/16/01,143,19,15.8,22
10/17/01,143,17.1,14.8,21.2
10/18/01,143,15.1,10.9,19.6
10/19/01,143,14.2,7.6,21.3
10/20/01,143,15.4,8.7,21.6
10/21/01,143,15,14.2,18.1
10/22/01,143,15.5,13.3,19.3
10/23/01,143,15.4,10.2,22.4
10/24/01,143,15.8,11.9,22.3
10/25/01,143,16.3,10.3,22.7
10/26/01,143,16.4,13.7,20
10/27/01,143,15.2,12.7,18.1
10/28/01,143,16,13.7,20.6
10/29/01,143,14.1,11,18.3
10/30/01,143,13.5,8.7,19.7
10/31/01,143,14.4,9.6,20.8
11/1/01,143,14.4,10.4,19.2
11/2/01,143,10.8,4.4,17
11/3/01,143,9.8,7.4,13.9
11/4/01,143,10.6,3.6,17.6
11/5/01,143,10.6,9,14.4
11/6/01,143,7.9,4.6,11.7
11/7/01,143,6.3,-0.7,14.2
11/8/01,143,7.6,0.3,16.2
11/9/01,143,10.3,6,16.8
11/10/01,143,9.2,4.5,16.1
11/11/01,143,8.4,2.5,15.2
11/12/01,143,9.5,5.6,15
11/13/01,143,8,5.8,11.5
11/14/01,143,7.7,1.8,13.6
11/15/01,143,7.3,3,12
11/16/01,143,9.1,4.9,14.7
11/17/01,143,8.4,4.2,14.3
11/18/01,143,6.6,0.2,14.7
11/19/01,143,7.6,1.3,15.5
11/20/01,143,8.4,2,17.1
11/21/01,143,8.8,2.1,16
11/22/01,143,10.8,5,17.3
11/23/01,143,10.5,4.7,18.3
11/24/01,143,9.4,2.6,17.3
11/25/01,143,7.8,3.2,11.2
11/26/01,143,2.8,0.5,8.2
11/27/01,143,2.4,-1.1,7.2
11/28/01,143,6.6,-0.2,11
11/29/01,143,6.5,5.1,8.7
11/30/01,143,4.9,1.5,8.1
12/1/01,143,4.4,1.1,9.9
12/2/01,143,6.1,0.8,12.9
12/3/01,143,2,0.2,5.7
12/4/01,143,3.7,0.6,8.9
12/5/01,143,4.3,1.2,8.9
12/6/01,143,2.6,0.1,5.5
12/7/01,143,1.3,-2,6
12/8/01,143,3.6,-0.7,8.7
12/9/01,143,3.6,-2,9.2
12/10/01,143,5.6,1.8,10
12/11/01,143,7,3.8,11.7
12/12/01,143,6.5,0.4,13.1
12/13/01,143,3,-2,7.6
12/14/01,143,-1.2,-4.7,3.4
